task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1254.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1260.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1281.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1284.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1286.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1305.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1305.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1306.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1310.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0522,0.0,1319.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1339.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1343.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1345.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1348.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1349.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1351.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1368.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1374.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1377.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1378.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1379.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1379.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1380.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1384.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0438,0.0,1385.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1386.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-125m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0438,0.0,1386.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1389.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1394.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1402.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1404.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1408.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-3b-4e1t,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0726,0.0,1412.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1413.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0522,0.0,1416.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1418.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1419.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1421.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1424.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1431.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1436.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1439.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1439.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-3b-4e1t,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0726,0.0,1444.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1449.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1450.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0522,0.0,1451.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1462.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1470.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1474.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1480.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1488.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1492.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1496.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1498.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1503.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1504.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1504.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1511.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1513.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1517.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0522,0.0,1520.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1521.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1521.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1521.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1522.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1525.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1530.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1531.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1531.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1535.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1538.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1541.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1542.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1546.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1551.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-2.7B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0634,0.0,1554.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1557.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1559.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1568.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1571.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1574.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0522,0.0,1575.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1580.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1581.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1587.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1594.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1599.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1600.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1603.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1605.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1606.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1609.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1612.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1622.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1625.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1629.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1629.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1632.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1633.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1637.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1642.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-2.7B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0634,0.0,1642.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1647.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1653.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1653.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1662.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1668.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1673.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0651,0.0,1677.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1689.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1691.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1693.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-0.5B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0514,0.0,1696.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1697.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1706.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1708.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-2-1_6b,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0522,0.0,1709.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1715.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1727.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1728.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1734.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0651,0.0,1739.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1740.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,openai-community/gpt2-large,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0548,0.0,1742.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-3b-4e1t,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0726,0.0,1749.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1750.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen2-0.5B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1750.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1752.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-2.7B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0634,0.0,1754.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,google/gemma-2b,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0731,0.0,1756.0,2,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/gpt-neo-1.3B,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0533,0.0,1767.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1771.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,microsoft/phi-1_5,1xT4,pytorch,float32,llm-perf | Open LLM | 1xT4,Open LLM score,0.0706,0.0,1784.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,Qwen/Qwen1.5-1.8B,1xT4,pytorch,bfloat16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0912,0.0,1785.0,1,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,EleutherAI/pythia-410m,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0511,0.0,1785.0,0,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,meta-llama/Llama-2-7b-hf,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0872,0.0,1786.0,6,,llm-perf-leaderboard
LLM inference,Open LLM Leaderboard,stabilityai/stablelm-3b-4e1t,1xT4,pytorch,float16,llm-perf | Open LLM | 1xT4,Open LLM score,0.0726,0.0,1788.0,2,,llm-perf-leaderboard
