task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
Image classification,ImageNet-1k,convnext_atto_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75902,0.001,0.1158206355309912,3.7,0.58,timm
Image classification,ImageNet-1k,mobilenetv2_100,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7291,0.001,0.1158784805550115,3.5,0.31,timm
Image classification,ImageNet-1k,semnasnet_100,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75452,0.001,0.1166002628169924,3.89,0.32,timm
Image classification,ImageNet-1k,legacy_seresnet18,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7174200000000001,0.001,0.1177010628405974,11.78,1.82,timm
Image classification,ImageNet-1k,hgnetv2_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77362,0.001,0.1177968687236355,6.0,0.33,timm
Image classification,ImageNet-1k,hardcorenas_f,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7809999999999999,0.001,0.1192108243428503,8.2,0.35,timm
Image classification,ImageNet-1k,hardcorenas_e,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77788,0.001,0.1202443364917512,8.07,0.35,timm
Image classification,ImageNet-1k,edgenext_xx_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7113200000000001,0.001,0.1209581823372023,1.33,0.26,timm
Image classification,ImageNet-1k,repvgg_a0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.72426,0.001,0.1220213073606913,9.11,1.52,timm
Image classification,ImageNet-1k,regnetx_008,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77294,0.001,0.1227646099093137,7.26,0.81,timm
Image classification,ImageNet-1k,levit_conv_256,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81506,0.001,0.123248029264012,18.89,1.13,timm
Image classification,ImageNet-1k,dla46_c,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.6487999999999999,0.001,0.1233080592914472,1.3,0.58,timm
Image classification,ImageNet-1k,mobilenetv1_125,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7692,0.001,0.1234985661816466,6.27,0.89,timm
Image classification,ImageNet-1k,efficientnet_lite0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75488,0.001,0.1253137543123595,4.65,0.4,timm
Image classification,ImageNet-1k,convnext_femto,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77498,0.001,0.1257540527387346,5.22,0.79,timm
Image classification,ImageNet-1k,resnet18d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.74356,0.001,0.1263366416688565,11.71,2.06,timm
Image classification,ImageNet-1k,mobilevit_xxs,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.6893600000000001,0.001,0.1268814939534624,1.27,0.42,timm
Image classification,ImageNet-1k,mobilenetv4_conv_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79092,0.001,0.1285899087783187,9.72,0.84,timm
Image classification,ImageNet-1k,xcit_nano_12_p16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7231799999999999,0.001,0.1288782693194969,3.05,0.56,timm
Image classification,ImageNet-1k,repghostnet_130,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76378,0.001,0.1290355880151746,5.48,0.25,timm
Image classification,ImageNet-1k,tinynet_a,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77666,0.001,0.1291125577455914,6.19,0.35,timm
Image classification,ImageNet-1k,regnety_008,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76334,0.001,0.1295106956407995,6.26,0.81,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78386,0.001,0.129700340333693,7.14,0.73,timm
Image classification,ImageNet-1k,fbnetc_100,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7512000000000001,0.001,0.1307837477652327,5.57,0.4,timm
Image classification,ImageNet-1k,convnext_femto_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77852,0.001,0.1319691245036311,5.23,0.82,timm
Image classification,ImageNet-1k,mobilevitv2_050,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7015600000000001,0.001,0.1352144365749642,1.37,0.48,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7793399999999999,0.001,0.1353220258248554,8.14,0.76,timm
Image classification,ImageNet-1k,regnety_008_tv,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78672,0.001,0.13685169928755,6.43,0.84,timm
Image classification,ImageNet-1k,tf_efficientnet_lite0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.74846,0.001,0.1420051121840386,4.65,0.4,timm
Image classification,ImageNet-1k,efficientnet_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7856799999999999,0.001,0.1444057918274986,5.29,0.4,timm
Image classification,ImageNet-1k,mobilenetv4_conv_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79916,0.001,0.1444894609387191,9.72,1.1,timm
Image classification,ImageNet-1k,dla46x_c,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.66008,0.001,0.1456952870488545,1.07,0.54,timm
Image classification,ImageNet-1k,resnet14t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7224200000000001,0.001,0.1465725475481344,10.08,1.69,timm
Image classification,ImageNet-1k,repghostnet_150,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77474,0.001,0.1470921355718795,6.58,0.32,timm
Image classification,ImageNet-1k,rexnet_100,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77862,0.001,0.1479427816497691,4.8,0.41,timm
Image classification,ImageNet-1k,efficientnet_b1_pruned,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78252,0.001,0.1485519894825191,6.33,0.4,timm
Image classification,ImageNet-1k,mobilenetv1_125,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7761199999999999,0.001,0.1490975127552922,6.27,1.16,timm
Image classification,ImageNet-1k,visformer_tiny,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7816,0.001,0.1495199661486796,10.32,1.27,timm
Image classification,ImageNet-1k,pvt_v2_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.70654,0.001,0.1517575036497679,3.67,0.57,timm
Image classification,ImageNet-1k,efficientvit_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79254,0.001,0.1519916222217831,9.1,0.53,timm
Image classification,ImageNet-1k,fbnetv3_b,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78184,0.001,0.1523686467988109,8.6,0.42,timm
Image classification,ImageNet-1k,repvit_m1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78542,0.001,0.1528708379003496,5.49,0.83,timm
Image classification,ImageNet-1k,edgenext_xx_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7188599999999999,0.001,0.1530751262104415,1.33,0.33,timm
Image classification,ImageNet-1k,mobilenetv2_110d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75056,0.001,0.1537494099866391,4.52,0.45,timm
Image classification,ImageNet-1k,ese_vovnet19b_dw,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7682800000000001,0.001,0.1549938234961337,6.54,1.34,timm
Image classification,ImageNet-1k,dla60x_c,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.67928,0.001,0.1558173633520677,1.32,0.59,timm
Image classification,ImageNet-1k,hgnetv2_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78884,0.001,0.1584665508804401,6.34,0.49,timm
Image classification,ImageNet-1k,repvit_m0_9,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7905800000000001,0.001,0.1599063588362655,5.49,0.83,timm
Image classification,ImageNet-1k,crossvit_tiny_240,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7335200000000001,0.001,0.1599142859427346,7.01,1.57,timm
Image classification,ImageNet-1k,cs3darknet_focus_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76754,0.001,0.1610241133609758,9.3,1.98,timm
Image classification,ImageNet-1k,tf_efficientnet_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7868,0.001,0.161029558585774,5.29,0.4,timm
Image classification,ImageNet-1k,convnext_pico,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7951600000000001,0.001,0.1612653524615543,9.05,1.37,timm
Image classification,ImageNet-1k,crossvit_9_dagger_240,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7698999999999999,0.001,0.1648003032325579,8.78,1.99,timm
Image classification,ImageNet-1k,resnet50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75994,0.001,0.165731114525172,25.56,2.1,timm
Image classification,ImageNet-1k,repvgg_a1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7447400000000001,0.001,0.1667044530093487,14.09,2.64,timm
Image classification,ImageNet-1k,cs3darknet_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7697400000000001,0.001,0.1682507474539455,9.31,2.08,timm
Image classification,ImageNet-1k,mobilenetv2_140,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7652800000000001,0.001,0.1682629209096966,6.11,0.6,timm
Image classification,ImageNet-1k,convnext_pico_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79542,0.001,0.1691941452057993,9.06,1.43,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80432,0.001,0.169762281876688,11.07,0.98,timm
Image classification,ImageNet-1k,efficientnet_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79364,0.001,0.1724494723046147,5.29,0.52,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79208,0.001,0.1725857837638198,10.1,1.06,timm
Image classification,ImageNet-1k,hrnet_w18_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.73934,0.001,0.1729657925552063,13.19,1.61,timm
Image classification,ImageNet-1k,crossvit_9_240,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.73994,0.001,0.1732552760562941,8.55,1.85,timm
Image classification,ImageNet-1k,skresnet18,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7302,0.001,0.1734403807363237,11.96,1.82,timm
Image classification,ImageNet-1k,resnet50d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7722199999999999,0.001,0.1752074456156088,25.58,2.22,timm
Image classification,ImageNet-1k,resnet18,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7316400000000001,0.001,0.1770466146031588,11.69,3.01,timm
Image classification,ImageNet-1k,vit_tiny_r_s16_p8_384,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7596200000000001,0.001,0.1777556570737863,6.36,1.34,timm
Image classification,ImageNet-1k,ghostnetv2_100,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7518600000000001,0.001,0.179699685884949,6.16,0.18,timm
Image classification,ImageNet-1k,fbnetv3_d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7865800000000001,0.001,0.17975621462173,10.31,0.52,timm
Image classification,ImageNet-1k,convnext_atto,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7701600000000001,0.001,0.1809021590672684,3.7,0.91,timm
Image classification,ImageNet-1k,fbnetv3_b,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7915399999999999,0.001,0.1819094672963159,8.6,0.55,timm
Image classification,ImageNet-1k,resnet34,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77492,0.001,0.1833217535092366,21.8,3.67,timm
Image classification,ImageNet-1k,efficientvit_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7973399999999999,0.001,0.1838441442882382,9.1,0.69,timm
Image classification,ImageNet-1k,tiny_vit_5m_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8087399999999999,0.001,0.1840918839411127,12.08,1.28,timm
Image classification,ImageNet-1k,selecsls42b,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77184,0.001,0.1845525799527914,32.46,2.98,timm
Image classification,ImageNet-1k,levit_384,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.826,0.001,0.1853413524358487,39.13,2.36,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79518,0.001,0.1862211264143494,8.14,1.21,timm
Image classification,ImageNet-1k,repvit_m1_0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8043,0.001,0.1865007059051718,7.3,1.13,timm
Image classification,ImageNet-1k,convnextv2_atto,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76644,0.001,0.1866385464590002,3.71,0.55,timm
Image classification,ImageNet-1k,mixnet_s,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76,0.001,0.1881223321901766,4.13,0.25,timm
Image classification,ImageNet-1k,repghostnet_200,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78802,0.001,0.188122686090961,9.8,0.54,timm
Image classification,ImageNet-1k,seresnet50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75104,0.001,0.1887465530160755,28.09,2.1,timm
Image classification,ImageNet-1k,edgenext_x_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.74874,0.001,0.1895928682746669,2.34,0.54,timm
Image classification,ImageNet-1k,convnext_atto_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7722,0.001,0.1904682089512439,3.7,0.96,timm
Image classification,ImageNet-1k,repvit_m2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8046800000000001,0.001,0.1907581491881333,8.8,1.36,timm
Image classification,ImageNet-1k,gernet_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80702,0.001,0.1913575285792469,21.14,3.02,timm
Image classification,ImageNet-1k,hgnetv2_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7859,0.001,0.1920945412494213,6.0,0.54,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8236,0.001,0.1947567585464134,11.07,1.29,timm
Image classification,ImageNet-1k,resnet26,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75298,0.001,0.1952552962999121,16.0,2.36,timm
Image classification,ImageNet-1k,vit_base_patch32_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80732,0.001,0.1961303482294333,88.22,4.41,timm
Image classification,ImageNet-1k,vit_base_patch32_clip_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.83304,0.001,0.1964594085393046,88.22,4.41,timm
Image classification,ImageNet-1k,ecaresnet50t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77786,0.001,0.1966912596304958,25.57,2.21,timm
Image classification,ImageNet-1k,mobilenetv4_conv_blur_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7944599999999999,0.001,0.1977198941803126,9.72,1.22,timm
Image classification,ImageNet-1k,mobilenet_edgetpu_v2_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80116,0.001,0.1982105551084806,8.46,1.85,timm
Image classification,ImageNet-1k,tf_efficientnet_lite1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7667400000000001,0.001,0.1984595569191932,5.42,0.62,timm
Image classification,ImageNet-1k,resnet50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7943399999999999,0.001,0.199213108222521,25.56,2.62,timm
Image classification,ImageNet-1k,repvit_m1_1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81314,0.001,0.1994097471484406,8.8,1.36,timm
Image classification,ImageNet-1k,legacy_seresnet34,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.74788,0.001,0.2010713079286438,21.96,3.67,timm
Image classification,ImageNet-1k,resnet34d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77108,0.001,0.2011639345251626,21.82,3.91,timm
Image classification,ImageNet-1k,tf_mixnet_s,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75656,0.001,0.2016856889885664,4.13,0.25,timm
Image classification,ImageNet-1k,resnetrs50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77858,0.001,0.2017776611951291,35.69,2.29,timm
Image classification,ImageNet-1k,xcit_tiny_12_p16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78572,0.001,0.2031682049885921,6.72,1.24,timm
Image classification,ImageNet-1k,mobilevitv2_075,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7561199999999999,0.001,0.2037967331383677,2.87,1.05,timm
Image classification,ImageNet-1k,pit_s_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8111400000000001,0.001,0.2042583786786934,23.46,2.88,timm
Image classification,ImageNet-1k,pit_s_distilled_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81826,0.001,0.2048588420149096,24.04,2.9,timm
Image classification,ImageNet-1k,efficientnet_es_pruned,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7501000000000001,0.001,0.2048861242921184,5.44,1.81,timm
Image classification,ImageNet-1k,efficientnet_es,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7809999999999999,0.001,0.2049079553464584,5.44,1.81,timm
Image classification,ImageNet-1k,mobilenetv2_120d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.773,0.001,0.2056462226901816,5.83,0.69,timm
Image classification,ImageNet-1k,resnet18d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76012,0.001,0.2061239423265209,11.71,3.41,timm
Image classification,ImageNet-1k,resnext50_32x4d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77732,0.001,0.2061987467240174,25.03,2.17,timm
Image classification,ImageNet-1k,efficientnet_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7759199999999999,0.001,0.2063199940579841,7.79,0.59,timm
Image classification,ImageNet-1k,levit_conv_384,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.826,0.001,0.2066487157815557,39.13,2.36,timm
Image classification,ImageNet-1k,rexnet_130,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7949200000000001,0.001,0.206971204096374,7.56,0.68,timm
Image classification,ImageNet-1k,cs3darknet_focus_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77286,0.001,0.2069861981603066,9.3,2.51,timm
Image classification,ImageNet-1k,convnext_femto,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78712,0.001,0.2072736468139967,5.22,1.3,timm
Image classification,ImageNet-1k,dla34,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7463200000000001,0.001,0.2080775713185876,15.74,3.07,timm
Image classification,ImageNet-1k,resnet26d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7669799999999999,0.001,0.2136834322687625,16.01,2.6,timm
